date,AQIÖ¸Êý,PM2.5,PM10,O3,no2,so2,co,T,Po,U,Ff,VV,RRR,year,month,day
2016/4/4,56,90,55,45,7,7,12,22.5,604.8,42,5,30,0,2016,4,4
2016/4/5,55,111,45,43,7,8,11,19,605.6,58,6,22,0,2016,4,5
2016/4/6,57,89,57,50,12,10,13,19.4,605.6,53,3,30,0,2016,4,6
2016/4/7,55,98,54,42,8,10,12,23,607,34,5,30,0,2016,4,7
2016/4/8,60,91,63,44,16,10,14,18.4,607.3,58,4,26,0.3,2016,4,8
2016/4/9,60,108,49,54,7,9,10,22.2,605.3,33,5,30,0,2016,4,9
2016/4/10,67,75,66,57,15,10,12,22,604.9,36,3,30,0,2016,4,10
2016/4/11,77,118,70,54,15,14,13,22.8,604.4,30,2,24,0,2016,4,11
2016/4/12,75,128,79,55,18,10,13,22.2,603.8,34,5,24,0,2016,4,12
2016/4/13,76,134,60,52,14,10,11,20.7,604.1,36,4,24,0,2016,4,13
2016/4/14,75,103,54,45,14,15,12,21.8,605.5,29,3,25,0,2016,4,14
2016/4/15,73,93,55,53,15,10,11,18.1,606.9,51,5,30,0.4,2016,4,15
2016/4/16,61,90,41,46,19,9,12,18.2,606.5,65,4,8,1,2016,4,16
2016/4/17,70,93,52,42,15,10,12,10.9,610.3,69,3,17,2,2016,4,17
2016/4/18,54,87,50,47,17,10,12,16.6,607.8,66,2,23,0,2016,4,18
2016/4/19,53,93,42,48,16,14,12,13.1,607,87,6,11,5,2016,4,19
2016/4/20,56,82,66,48,20,10,14,19.5,606.9,61,4,15,0,2016,4,20
2016/4/21,64,135,61,51,15,12,11,16.8,605.7,73,1,17,0.1,2016,4,21
2016/4/22,64,102,43,42,12,12,9,19.6,603.4,45,2,30,0,2016,4,22
2016/4/23,74,80,35,41,13,9,10,16.5,604.1,70,2,24,0,2016,4,23
2016/4/24,55,79,38,45,12,10,11,17.5,605,64,3,22,0.1,2016,4,24
2016/4/25,50,69,49,54,9,9,7,20.1,605.2,41,5,30,0,2016,4,25
2016/4/26,62,72,69,64,18,8,10,21.4,606.1,42,4,30,0,2016,4,26
2016/4/27,70,122,64,58,15,9,11,21.1,606.3,45,1,23,0,2016,4,27
2016/4/28,83,116,77,52,23,10,12,22.1,607,40,2,26,0,2016,4,28
2016/4/29,73,143,61,66,14,9,10,19.1,606.7,61,1,20,0,2016,4,29
2016/4/30,71,114,60,65,8,9,9,23.2,605.2,34,7,30,0,2016,4,30
2016/5/1,82,103,58,74,8,10,9,19.9,605.7,42,4,18,0,2016,5,1
2016/5/2,84,96,82,70,22,9,12,22.1,607.1,29,3,22,0,2016,5,2
2016/5/3,92,118,44,53,12,7,8,22,606.8,41,3,21,0,2016,5,3
2016/5/4,84,72,46,54,10,9,8,18.6,605.8,57,5,29,0,2016,5,4
2016/5/5,63,80,54,50,14,11,10,21.8,605.4,46,3,23,0,2016,5,5
2016/5/6,61,98,38,53,8,8,7,22.6,605.2,40,3,30,0,2016,5,6
2016/5/7,55,69,50,55,10,9,8,23,606.1,40,3,30,0,2016,5,7
2016/5/8,58,83,42,58,9,9,7,24.1,606,36,7,30,0,2016,5,8
2016/5/9,60,74,59,77,16,11,8,24.8,606.4,30,4,30,0,2016,5,9
2016/5/10,64,88,54,65,15,9,8,21.2,606.8,64,1,12,0,2016,5,10
2016/5/11,92,87,60,58,17,9,10,22.2,604.9,47,2,23,0,2016,5,11
2016/5/12,72,89,53,60,14,7,9,23.1,604.8,41,2,27,0,2016,5,12
2016/5/13,65,88,41,46,10,7,9,21.6,606.6,49,5,30,0,2016,5,13
2016/5/14,68,70,49,44,14,7,7,17.4,608.8,89,4,4.7,2,2016,5,14
2016/5/15,48,72,68,53,11,10,8,15.4,611.5,45,4,28,0,2016,5,15
2016/5/16,52,92,50,44,11,11,9,18.8,607.6,56,1,30,0,2016,5,16
2016/5/17,65,65,41,39,11,9,5,19.8,605.3,60,1,30,0,2016,5,17
2016/5/18,53,63,36,41,9,9,5,19.7,606.7,63,3,30,0,2016,5,18
2016/5/19,44,60,47,79,16,7,5,21.8,604.3,52,4,30,0,2016,5,19
2016/5/20,43,71,50,36,17,6,5,22.7,604.7,47,1,26,0,2016,5,20
2016/5/21,91,96,26,21,13,5,6,16.9,607.8,95,0,26,13,2016,5,21
2016/5/22,51,65,24,26,14,6,6,19.1,606,86,1,27,8,2016,5,22
2016/5/23,28,55,18,36,13,5,6,14.1,608.4,96,3,4,25,2016,5,23
2016/5/24,33,43,38,36,13,7,12,17.1,605.4,89,1,15,0,2016,5,24
2016/5/25,38,66,33,35,15,6,6,20.3,604.3,77,2,29,0,2016,5,25
2016/5/26,40,69,30,44,11,7,7,19.6,604.8,89,1,21,0.5,2016,5,26
2016/5/27,35,57,53,56,11,10,6,22.7,604,58,1,30,0,2016,5,27
2016/5/28,48,52,64,62,13,8,6,24.2,604.2,50,3,30,0,2016,5,28
2016/5/29,61,74,49,40,9,7,5,23.3,604.9,68,2,15,0,2016,5,29
2016/5/30,73,78,30,41,7,6,5,22.9,604.8,62,3,28,0,2016,5,30
2016/5/31,51,51,33,32,7,6,6,24.3,605.3,50,3,30,0,2016,5,31
2016/6/1,44,54,25,31,6,6,5,21.2,606.1,68,4,30,0,2016,6,1
2016/6/2,36,31,31,56,11,6,5,22.9,605.7,61,5,30,0,2016,6,2
2016/6/3,33,43,45,76,18,9,6,16.7,607,94,2,8,17,2016,6,3
2016/6/4,62,83,35,60,13,10,6,23.9,605.3,66,2,30,0,2016,6,4
2016/6/5,88,58,52,71,20,10,7,21.8,607.4,67,2,30,0,2016,6,5
2016/6/6,70,80,38,40,14,9,11,21.3,606.7,67,1,30,0,2016,6,6
2016/6/7,80,65,45,89,19,8,7,18.5,607.2,88,0,11,20,2016,6,7
2016/6/8,45,65,38,41,10,8,7,22.5,605.6,66,4,20,0,2016,6,8
2016/6/9,100,73,28,37,8,8,6,21.6,605.5,73,2,30,0,2016,6,9
2016/6/10,55,49,23,33,13,7,6,20.3,605.5,89,3,18,4,2016,6,10
2016/6/11,37,45,17,31,13,6,5,20.5,605.3,80,3,18,0.2,2016,6,11
2016/6/12,32,31,22,35,13,5,6,19.5,606.1,85,1,25,0.7,2016,6,12
2016/6/13,35,43,30,35,10,10,7,21.7,604.5,74,3,23,0,2016,6,13
2016/6/14,36,52,31,36,10,8,7,22.8,603.3,67,2,30,0.1,2016,6,14
2016/6/15,38,53,23,35,13,6,5,17.8,606.7,74,3,30,0,2016,6,15
2016/6/16,40,38,30,26,10,9,7,17.5,607.6,83,0,17,0,2016,6,16
2016/6/17,42,52,24,23,7,7,5,21.8,605.5,71,3,30,0,2016,6,17
2016/6/18,36,35,21,18,8,9,6,22.9,605.7,64,4,30,0,2016,6,18
2016/6/19,25,34,27,18,9,7,6,21,606.2,76,2,30,0,2016,6,19
2016/6/20,24,48,24,13,11,8,8,20,605.5,88,1,28,0.1,2016,6,20
2016/6/21,29,41,22,19,9,5,6,18.4,606.1,84,4,30,3,2016,6,21
2016/6/22,26,28,29,21,9,7,7,21,606.4,78,2,30,0,2016,6,22
2016/6/23,23,31,37,22,12,9,9,22.3,605.2,72,2,30,0.3,2016,6,23
2016/6/24,28,46,39,35,10,7,7,21.4,605.8,81,0,16,0,2016,6,24
2016/6/25,42,54,28,39,9,6,5,23.3,606.7,66,2,30,0,2016,6,25
2016/6/26,41,39,31,35,15,7,6,24.7,606.6,55,2,23,0,2016,6,26
2016/6/27,43,48,32,53,11,6,5,24.3,605.8,60,2,30,0,2016,6,27
2016/6/28,34,55,42,28,13,8,7,22.1,607,84,1,27,0.1,2016,6,28
2016/6/29,37,69,43,34,14,11,8,22.4,607.4,78,0,27,0,2016,6,29
2016/6/30,46,77,33,28,11,7,6,21.7,604.8,81,0,30,0,2016,6,30
2016/7/1,44,63,46,29,24,8,8,17.8,606.1,83,1,26,11,2016,7,1
2016/7/2,35,92,24,17,9,7,6,21,605.6,89,1,10,0,2016,7,2
2016/7/3,49,52,32,23,9,8,6,21.4,605.3,78,2,30,0,2016,7,3
2016/7/4,25,43,34,28,12,9,7,20.6,604.2,88,1,3.3,1,2016,7,4
2016/7/5,26,60,32,38,12,6,5,22,604.7,77,2,30,1,2016,7,5
2016/7/6,38,68,23,23,10,5,5,20.9,606.2,78,2,30,0.6,2016,7,6
2016/7/7,45,44,28,29,9,6,6,21.5,606.7,75,2,30,0,2016,7,7
2016/7/8,28,52,32,31,11,8,7,22.7,604.9,69,2,30,0,2016,7,8
2016/7/9,33,90,38,37,11,12,9,23.6,604,67,4,30,0,2016,7,9
2016/7/10,38,66,41,37,17,7,7,24.5,603.5,68,1,30,0,2016,7,10
2016/7/11,47,76,51,32,17,8,9,20.8,604.7,78,1,30,11,2016,7,11
2016/7/12,44,94,45,45,13,8,9,23,604.2,80,1,30,0,2016,7,12
2016/7/13,53,74,44,35,10,8,5,25.2,603.5,58,2,30,0,2016,7,13
2016/7/14,55,88,31,42,11,6,6,23.1,604.6,70,2,30,0,2016,7,14
2016/7/15,45,64,20,17,8,9,7,18.5,606.4,97,1,3.4,18,2016,7,15
2016/7/16,48,120,23,21,8,9,7,21.2,606.7,85,3,18,0.1,2016,7,16
2016/7/17,27,117,25,17,9,9,7,22,605.5,77,2,30,0,2016,7,17
2016/7/18,31,78,24,16,9,7,7,20.7,603.6,81,2,30,0.3,2016,7,18
2016/7/19,27,55,23,20,9,6,8,18.6,605.1,89,1,30,3,2016,7,19
2016/7/20,24,48,19,18,8,6,6,21,605.7,84,2,30,0,2016,7,20
2016/7/21,24,47,22,12,7,6,7,19.8,607,86,2,30,0.6,2016,7,21
2016/7/22,23,39,21,14,7,7,7,19.6,607.5,81,2,30,0,2016,7,22
2016/7/23,24,45,26,21,9,10,6,18.1,607.6,81,3,30,0,2016,7,23
2016/7/24,22,43,46,41,12,10,9,20.7,607.9,72,3,30,0,2016,7,24
2016/7/25,32,70,63,47,18,11,9,21.9,608.2,79,0,23,0,2016,7,25
2016/7/26,52,90,67,40,20,9,9,19,607.6,94,1,23,12,2016,7,26
2016/7/27,66,98,39,27,13,6,5,21.7,607.9,70,0,22,0,2016,7,27
2016/7/28,65,72,41,23,10,6,5,17.4,608.1,81,3,30,1,2016,7,28
2016/7/29,36,51,25,27,9,5,6,18.6,607.3,91,1,9,0.4,2016,7,29
2016/7/30,31,53,43,33,12,7,8,19.3,607.8,87,1,23,0.1,2016,7,30
2016/7/31,30,74,38,37,16,6,7,21.1,606.9,79,1,30,0,2016,7,31
2016/8/1,53,66,64,51,23,9,9,22.6,606.1,72,2,23,0,2016,8,1
2016/8/2,42,109,49,44,19,6,8,18.8,604.6,93,0,6,13,2016,8,2
2016/8/3,58,83,40,28,19,6,7,21.6,604.3,79,4,15,1,2016,8,3
2016/8/4,52,78,29,30,13,5,7,18.4,606.3,96,0,8,23,2016,8,4
2016/8/5,43,64,37,32,14,6,7,20.6,607.6,83,1,30,0,2016,8,5
2016/8/6,35,76,37,34,18,5,7,19.6,607,83,4,29,0.7,2016,8,6
2016/8/7,38,68,61,101,23,8,10,17.9,606.4,86,0,30,0,2016,8,7
2016/8/8,39,115,45,42,15,9,8,20.5,605.6,75,2,16,0,2016,8,8
2016/8/9,67,84,41,53,21,6,7,22.6,604.7,69,2,18,0,2016,8,9
2016/8/10,51,100,37,38,16,6,6,21.2,605.9,84,1,12,0,2016,8,10
2016/8/11,60,74,38,38,15,7,6,20.7,606.7,74,1,28,8,2016,8,11
2016/8/12,47,71,38,35,16,6,6,22.3,605.6,72,2,18,0,2016,8,12
2016/8/13,48,69,32,36,11,6,5,24,604.5,60,5,30,0,2016,8,13
2016/8/14,41,65,26,30,12,6,5,21.5,603.6,73,3,26,0,2016,8,14
2016/8/15,46,54,33,42,11,7,7,18.5,604.4,93,1,12,0.6,2016,8,15
2016/8/16,38,70,58,50,16,7,9,19.8,604.8,86,1,15,0,2016,8,16
2016/8/17,31,113,69,51,20,8,10,23.1,602.6,76,1,10,0,2016,8,17
2016/8/18,57,120,50,36,9,7,6,26.6,602.1,50,4,23,1,2016,8,18
2016/8/19,62,77,31,22,11,6,5,24.1,603.7,60,6,23,0,2016,8,19
2016/8/20,43,62,36,36,14,8,7,20.1,606.6,87,5,12,2,2016,8,20
2016/8/21,28,63,51,44,19,7,7,21.2,606.7,83,1,18,0,2016,8,21
2016/8/22,45,93,40,49,14,6,7,18.1,607,92,0,20,23,2016,8,22
2016/8/23,50,84,51,57,18,8,8,22,606.7,77,1,10,0,2016,8,23
2016/8/24,60,91,63,71,20,8,9,22.7,606.4,73,2,19,0,2016,8,24
2016/8/25,70,112,66,59,25,10,9,23.8,607.4,63,1,22,0,2016,8,25
2016/8/26,92,120,48,43,20,9,9,19.7,608.6,91,1,13,2,2016,8,26
2016/8/27,69,102,36,37,16,6,8,21.1,609.2,78,0,15,0,2016,8,27
2016/8/28,58,85,42,50,12,6,8,20.5,608.1,83,2,11,0,2016,8,28
2016/8/29,45,77,45,33,10,7,8,22.4,606,72,2,20,0,2016,8,29
2016/8/30,60,81,27,30,9,8,7,20.3,606.3,85,0,2.4,0,2016,8,30
2016/8/31,40,49,32,23,15,10,6,21.9,604.5,75,2,30,0,2016,8,31
2016/9/1,33,64,44,54,20,9,6,15.3,606.3,94,1,11,7,2016,9,1
2016/9/2,33,83,59,42,21,11,8,18.5,605.2,83,0,11,0,2016,9,2
2016/9/3,53,119,59,20,16,7,7,21.3,605.6,86,0,8,0,2016,9,3
2016/9/4,59,133,55,32,16,7,6,19.1,607.3,87,3,8,0.5,2016,9,4
2016/9/5,58,120,56,38,14,7,6,19.1,607.6,84,1,4.7,0,2016,9,5
2016/9/6,57,115,55,23,18,8,8,19.7,607.3,88,0,6,0,2016,9,6
2016/9/7,57,113,39,35,13,6,7,20,607.3,83,2,8,0,2016,9,7
2016/9/8,51,79,33,30,11,7,8,19.8,607.1,92,1,12,3,2016,9,8
2016/9/9,42,69,26,35,10,7,4,20.8,606.5,83,2,30,0,2016,9,9
2016/9/10,36,56,40,53,11,8,4,18.3,608.8,61,5,30,0,2016,9,10
2016/9/11,44,67,56,51,18,9,6,18.5,608.8,74,1,13,0,2016,9,11
2016/9/12,70,108,52,36,16,13,7,19.1,610.2,75,2,13,0,2016,9,12
2016/9/13,64,105,45,42,14,11,6,18.5,609.8,82,1,12,0,2016,9,13
2016/9/14,54,80,64,34,17,11,8,20.3,607.7,78,2,17,0,2016,9,14
2016/9/15,51,96,28,22,15,7,8,20.4,608.3,76,3,22,0,2016,9,15
2016/9/16,57,60,34,24,19,7,8,17.9,607.9,89,2,21,0.4,2016,9,16
2016/9/17,28,63,38,26,14,7,8,17,608,94,1,11,0,2016,9,17
2016/9/18,38,78,39,28,14,5,7,19.4,608.2,83,1,24,0,2016,9,18
2016/9/19,44,79,27,34,14,5,7,16.1,609.4,88,2,30,2,2016,9,19
2016/9/20,35,70,54,40,17,7,8,14.7,611.5,91,2,7,1,2016,9,20
2016/9/21,44,127,56,48,36,6,7,16.8,612.3,93,0,7,0,2016,9,21
2016/9/22,59,125,62,42,20,9,10,17.7,610,82,2,9,0,2016,9,22
2016/9/23,59,143,56,37,16,10,10,17.9,608.3,86,0,6,0,2016,9,23
2016/9/24,65,119,51,39,15,8,7,19,606.9,86,1,8,0,2016,9,24
2016/9/25,60,100,48,36,16,10,11,19.9,607.6,79,2,18,0,2016,9,25
2016/9/26,55,86,66,38,18,8,8,19.4,607.4,84,2,12,0,2016,9,26
2016/9/27,57,98,36,30,12,9,3,18.9,608.1,94,1,7,1,2016,9,27
2016/9/28,64,71,57,48,19,13,4,18.8,609.4,73,2,19,0,2016,9,28
2016/9/29,35,85,60,21,23,9,5,16.4,607.9,93,0,8,0,2016,9,29
2016/9/30,50,116,54,32,16,5,5,16.8,608.2,94,0,4.6,0,2016,9,30
2016/10/1,62,110,39,39,16,9,5,17.7,610,89,1,2.8,0.2,2016,10,1
2016/10/2,55,77,55,73,21,7,5,16.5,609.6,86,0,22,0,2016,10,2
2016/10/3,44,110,63,58,19,7,6,16,608.1,89,1,14,0,2016,10,3
2016/10/4,83,106,62,57,20,8,5,17.9,608.1,79,0,11,0,2016,10,4
2016/10/5,68,104,55,49,14,6,4,15.4,608.2,93,0,7,0,2016,10,5
2016/10/6,64,103,46,35,14,7,7,18.1,608.2,80,2,10,0,2016,10,6
2016/10/7,60,94,39,24,18,9,5,18.4,608.2,86,0,24,0,2016,10,7
2016/10/8,57,83,36,25,10,4,3,16.8,609.4,88,2,14,0.2,2016,10,8
2016/10/9,44,75,34,20,12,7,4,20.1,607.1,75,2,30,0,2016,10,9
2016/10/10,44,68,34,26,10,6,5,20.2,607.1,72,2,30,0,2016,10,10
2016/10/11,38,65,45,18,15,5,4,19.2,607.8,77,2,15,0,2016,10,11
2016/10/12,42,99,46,36,14,4,5,17.7,609.7,93,2,8,9,2016,10,12
2016/10/13,49,95,50,28,11,6,4,18.2,609.7,85,1,12,0.6,2016,10,13
2016/10/14,49,101,65,17,19,8,5,18.1,608.7,81,1,13,0,2016,10,14
2016/10/15,54,134,59,24,14,7,4,16.6,609.2,92,0,11,0,2016,10,15
2016/10/16,61,95,33,18,13,8,5,18.9,610.3,79,1,30,0,2016,10,16
2016/10/17,60,73,54,17,17,8,7,15.7,610.3,85,4,15,0.1,2016,10,17
2016/10/18,35,92,62,79,16,7,6,14,608.6,94,1,9,0,2016,10,18
2016/10/19,53,98,82,32,19,8,9,15.8,607.1,84,0,13,0,2016,10,19
2016/10/20,61,103,90,81,22,7,11,15.7,605.5,84,1,13,0,2016,10,20
2016/10/21,75,83,87,83,19,9,9,16.6,606.2,73,2,19,0,2016,10,21
2016/10/22,79,78,67,29,17,9,9,18.2,606.9,51,3,30,0,2016,10,22
2016/10/23,77,71,56,21,15,11,8,18.4,606.9,65,2,30,0,2016,10,23
2016/10/24,67,75,48,28,14,9,11,17.7,607.3,77,2,30,0,2016,10,24
2016/10/25,60,68,34,16,10,6,6,19.1,607.9,74,3,30,0,2016,10,25
2016/10/26,51,50,33,13,9,6,5,17.5,610.7,88,3,8,0.4,2016,10,26
2016/10/27,33,52,44,18,11,7,8,17.7,610.5,80,1,29,0.1,2016,10,27
2016/10/28,36,63,38,15.66666667,15,6,8,14.9,611,90,2,30,8,2016,10,28
2016/10/29,47,64,45,17,14,4,6,15,612.2,91,2,7,7,2016,10,29
2016/10/30,42,69,37,16,21,4,8,15.3,612.5,90,1,3.8,0.3,2016,10,30
2016/10/31,43,62,37,16,15,4,6,14.6,613.4,97,0,14,13,2016,10,31
2016/11/1,53,65,44,16.33333333,14,6,8,14.5,612.9,94,1,30,0.2,2016,11,1
2016/11/2,48,86,38,110,13,5,5,14.6,612.7,93,1,14,0.9,2016,11,2
2016/11/3,47,65,42,24,11,8,7,14.2,611.1,91,2,12,0,2016,11,3
2016/11/4,39,62,44,22,12,8,6,15.3,607.8,83,1,30,0,2016,11,4
2016/11/5,45,61,48,21,12,7,7,15.5,607.3,85,2,30,0,2016,11,5
2016/11/6,51,69,42,55,12,9,7,17.4,609.1,76,2,30,0,2016,11,6
2016/11/7,56,65,55,11,14,5,5,18.4,610.6,71,2,30,0,2016,11,7
2016/11/8,53,77,35,11,13,5,5,8.6,612.2,97,2,30,9,2016,11,8
2016/11/9,53,63,53,19,14,8,6,10.9,611.6,88,1,4.9,0,2016,11,9
2016/11/10,36,95,42,20,11,7,7,11.9,611.3,90,1,7,0,2016,11,10
2016/11/11,54,65,33,26,9,8,4,16.1,608.3,72,3,30,0,2016,11,11
2016/11/12,48,46,41,31,11,7,5,15.4,609.1,65,2,30,0,2016,11,12
2016/11/13,42,52,47,33,14,8,5,15.6,609.4,61,3,30,0,2016,11,13
2016/11/14,51,65,67,30,18,7,5,13.1,609.6,75,2,30,0,2016,11,14
2016/11/15,59,82,51,47,14,12,6,15.7,610.2,67,1,30,0,2016,11,15
2016/11/16,64,63,65,40,15,16,7,13,610.3,57,0,26,0,2016,11,16
2016/11/17,61,90,53,39,19,7,7,16.4,609.5,54,3,30,0,2016,11,17
2016/11/18,66,66,86,38,21,11,7,10.8,608.5,83,2,16,0,2016,11,18
2016/11/19,58,84,73,40,19,11,8,13.6,608.4,52,3,22,0,2016,11,19
2016/11/20,78,90,70,43,21,12,8,10.7,608.4,71,1,26,0,2016,11,20
2016/11/21,72,95,74,50,22,16,8,11.9,607.7,69,2,14,0,2016,11,21
2016/11/22,76,100,76,43,21,10,7,12.3,608.2,61,2,17,0,2016,11,22
2016/11/23,76,104,68,45.33333333,17,8,6,11.6,610.2,61,3,11,0,2016,11,23
2016/11/24,77,91,43,38,15,9,6,13.6,608.2,58,3,30,0,2016,11,24
2016/11/25,66,60,72,33,17,9,5,14.4,607,57,2,30,0,2016,11,25
2016/11/26,53,98,82,27,22,9,7,5.9,610.9,96,1,6,0,2016,11,26
2016/11/27,71,89,89,132,20,10,8,11.2,609.1,82,2,10,0,2016,11,27
2016/11/28,86,101,30,25,16,7,6,11.8,609.7,95,0,4.4,2,2016,11,28
2016/11/29,75,59,31,13,17,5,5,10.6,611.8,97,2,3.2,3,2016,11,29
2016/11/30,44,68,49,11,18,7,7,7.6,614.1,88,2,9,0,2016,11,30
2016/12/1,37,98,40,19,15,7,6,10.2,612,95,2,9,0.1,2016,12,1
2016/12/2,51,78,39,27,13,8,4,11.5,611.2,86,1,30,0,2016,12,2
2016/12/3,45,65,68,30,18,9,8,9.9,611.7,83,2,13,0,2016,12,3
2016/12/4,49,83,103,32,28,11,10,10.3,611.6,75,2,16,0,2016,12,4
2016/12/5,68,122,69,42,21,8,4,9.2,613.2,91,2,7,0,2016,12,5
2016/12/6,83,107,103,29,31,9,11,6.8,612.4,91,1,10,0,2016,12,6
2016/12/7,69,146,124,44,33,12,13,6.6,611.8,95,0,4.2,0,2016,12,7
2016/12/8,96,156,121,33,32,11,12,7,610.3,94,0,3.2,0,2016,12,8
2016/12/9,109,145,94,32,29,13,10,11,607.9,75,2,13,0,2016,12,9
2016/12/10,112,138,72,37,17,11,6,9.2,607.6,89,2,3.7,0,2016,12,10
2016/12/11,101,99,57,37,18,9,5,11.4,605.3,47,1,30,0,2016,12,11
2016/12/12,75,65,76,35,24,12,7,11.5,606.5,66,1,8,0,2016,12,12
2016/12/13,61,114,67,64,21,11,9,12.6,608.6,66,2,16,0,2016,12,13
2016/12/14,71,95,67,17,20,7,10,11.1,610.2,73,2,10,0,2016,12,14
2016/12/15,71,115,55,24,15,7,11,9.6,612.5,79,2,10,0,2016,12,15
2016/12/16,65,95,45,29,10,7,9,9.1,611.8,85,1,10,0,2016,12,16
2016/12/17,54,66,43,29,11,6,8,12.6,608.8,64,2,30,0,2016,12,17
2016/12/18,46,55,43,29,13,7,8,13.5,607.9,63,4,30,0,2016,12,18
2016/12/19,46,58,42,26,12,9,6,13.8,607.7,55,2,30,0,2016,12,19
2016/12/20,51,58,65,29,21,13,9,12.3,607.4,63,2,30,0,2016,12,20
2016/12/21,49,85,82,19,21,11,9,12.8,611.1,66,1,15,0,2016,12,21
2016/12/22,71,138,59,31,16,12,9,11.4,610.6,83,1,4.1,0,2016,12,22
2016/12/23,70,93,43,35,9,6,5,13.3,607.6,64,3,29,0,2016,12,23
2016/12/24,61,55,44,36,9,6,6,13.7,607,62,4,30,0,2016,12,24
2016/12/25,46,59,66,41,17,9,10,14.7,607.9,53,3,30,0,2016,12,25
2016/12/26,47,90,53,21,15,8,9,12.6,610,65,2,18,0,2016,12,26
2016/12/27,64,93,63,34,19,6,11,4,611.2,80,3,6,0,2016,12,27
2016/12/28,49,99,80,47,22,11,12,7.6,611.3,84,1,8,0,2016,12,28
2016/12/29,62,120,59,42,20,11,12,7.3,610.9,83,1,19,0,2016,12,29
2016/12/30,72,92,66,37,20,13,10,10.5,611.2,72,3,19,0,2016,12,30
2017/1/1,64,92,70,25,19,11,10,9,611.2,78,0,12,0,2017,1,1
2017/1/2,60,110,34,15,17,6,8,12.6,611.9,74,2,12,0,2017,1,2
2017/1/3,80,70,29,28,13,5,6,9.2,611.8,86,3,10,5,2017,1,3
2017/1/4,47,47,42,25,12,8,6,7.8,610.4,86,1,11,0.2,2017,1,4
2017/1/5,45,75,52,20,14,7,8,10.1,609,72,2,30,0,2017,1,5
2017/1/6,47,83,65,33,14,7,10,8.5,607.9,93,2,13,2,2017,1,6
2017/1/7,60,106,61,35,15,8,6,10.9,607.1,59,3,30,0,2017,1,7
2017/1/8,59,92,56,31,14,8,6,12.2,607,40,3,30,0,2017,1,8
2017/1/9,61,80,48,31,14,9,6,11.9,607.3,53,3,30,0,2017,1,9
2017/1/10,61,69,72,22,19,9,9,10.1,607.7,68,2,15,0,2017,1,10
2017/1/11,63,98,53,31,16,8,7,13.9,606.9,63,3,30,0,2017,1,11
2017/1/12,73,73,62,33,17,8,7,12.6,606.1,61,2,30,0,2017,1,12
2017/1/13,64,89,40,36,12,6,4,13.2,605.8,51,3,30,0,2017,1,13
2017/1/14,62,54,62,38,18,9,6,13.1,607.1,36,3,30,0,2017,1,14
2017/1/15,52,83,40,35,12,6,5,11.9,608.5,41,3,30,0,2017,1,15
2017/1/16,63,89,52,36,13,6,6,13.3,607.6,44,4,30,0,2017,1,16
2017/1/17,52,69,48,37,14,6,6,12.9,608.8,55,2,30,0,2017,1,17
2017/1/18,55,63,54,39,15,8,6,14.3,609.8,45,4,30,0,2017,1,18
2017/1/19,53,72,57,40,16,7,6,13.3,609.7,45,1,30,0,2017,1,19
2017/1/20,59,76,53,38,14,6,6,13.6,608.9,39,4,30,0,2017,1,20
2017/1/21,58,75,58,37,13,7,7,13.2,611.5,37,2,30,0,2017,1,21
2017/1/22,53,95,46,38,11,7,7,13.7,610.5,45,4,30,0,2017,1,22
2017/1/23,58,70,35,37,6,6,5,14.1,610,55,3,30,0,2017,1,23
2017/1/24,50,58,54,39,11,7,6,13.3,610.9,54,2,30,0,2017,1,24
2017/1/25,41,97,43,38,11,7,7,13.4,612.9,61,3,23,0,2017,1,25
2017/1/26,53,80,46,35,8,8,5,14.4,609.8,48,4,30,0,2017,1,26
2017/1/27,47,77,44,33,3,9,4,12.2,609.3,64,3,30,0,2017,1,27
2017/1/28,50,82,36,43,6,8,5,14.9,606.2,47,4,30,0,2017,1,28
2017/1/29,52,65,45,45,12,5,4,11.3,609,52,2,30,0,2017,1,29
2017/1/30,48,77,38,38,5,5,5,13.9,608.4,39,4,30,0,2017,1,30
2017/1/31,50,59,42,42,12,7,5,12.4,608.6,61,1,30,0,2017,1,31
2017/2/1,43,76,40,44,9,6,6,13.8,610.3,43,3,30,0,2017,2,1
2017/2/2,47,70,38,41,12,6,6,12.4,609.4,56,2,30,0,2017,2,2
2017/2/3,49,65,53,41,17,14,6,10.5,607.2,50,2,30,0,2017,2,3
2017/2/4,47,86,62,41,17,10,7,13.9,608.6,45,3,19,0,2017,2,4
2017/2/5,52,86,60,46,14,8,7,16.1,605.7,34,4,30,0,2017,2,5
2017/2/6,57,93,49,44,8,7,6,17.7,603.7,26,4,30,0,2017,2,6
2017/2/7,55,79,72,38,18,11,7,15.4,604.9,35,4,30,0,2017,2,7
2017/2/8,51,133,73,23,20,6,8,11.7,608.1,64,2,9,0,2017,2,8
2017/2/9,63,139,67,20,16,7,6,12.2,606.1,68,2,6,0,2017,2,9
2017/2/10,72,121,55,17,15,6,5,7.8,608.4,79,2,7,0,2017,2,10
2017/2/11,60,103,60,44,14,7,4,6.3,611.5,81,3,6,0,2017,2,11
2017/2/12,55,112,57,48,12,6,3,13.2,610.7,55,2,21,0,2017,2,12
2017/2/13,59,89,54,48,9,8,3,13.7,610.5,46,2,29,0,2017,2,13
2017/2/14,57,93,56,38,11,6,8,14.1,611.8,45,3,25,0,2017,2,14
