date,AQIÖ¸Êý,PM2.5,PM10,O3,no2,so2,co,T,Po,U,Ff,VV,RRR,year,month,day
2015/5/17,50,105,41,36,10,14,8,25.6,603.9,38,5,24,0,2015,5,17
2015/5/18,35,80,40,33,9,12,8,25.9,604.8,40,3,26,0,2015,5,18
2015/5/19,30,79,41,45,11,10,9,23.8,603.9,53,4,24,0,2015,5,19
2015/5/20,51,86,27,26,13,6,9,21.3,605.1,76,2,14,0,2015,5,20
2015/5/21,62,86,27,27,9,7,8,19.1,605.7,91,1,24,4,2015,5,21
2015/5/22,65,65,35,43,12,10,8,20.5,604.6,86,1,22,0.2,2015,5,22
2015/5/23,63,80,39,50,9,9,8,20.8,604.9,69,3,11,0,2015,5,23
2015/5/24,56,89,52,57,10,11,8,24.6,604.1,41,4,25,0,2015,5,24
2015/5/25,55,86,61,54,9,9,8,24.8,603.8,41,4,22,0,2015,5,25
2015/5/26,69,98,56,50,9,8,9,25.1,604.2,43,5,21,0,2015,5,26
2015/5/27,70,95,56,45,9,8,8,24.2,603.8,45,5,28,0,2015,5,27
2015/5/28,51,74,52,57,10,10,8,25,602.8,42,6,26,0,2015,5,28
2015/5/29,49,89,57,57,11,9,11,25.9,604.4,41,4,20,0,2015,5,29
2015/5/30,51,101,51,45,7,6,7,25.2,605.2,63,1,19,0,2015,5,30
2015/5/31,65,78,44,45,7,6,6,25.6,603.6,41,6,26,0,2015,5,31
2015/6/1,54,69,48,46,9,8,6,25.5,603.6,41,4,25,0,2015,6,1
2015/6/2,44,76,55,33,11,7,7,26.9,603.9,38,4,24,0,2015,6,2
2015/6/3,47,94,50,33,7,8,7,26.3,605.3,51,2,18,0,2015,6,3
2015/6/4,42,91,32,36,13,4,7,24,605.6,57,3,16,0,2015,6,4
2015/6/5,48,87,42,35,8,7,7,20.5,605.2,88,1,14,7,2015,6,5
2015/6/6,43,81,38,39,6,10,6,25.4,603.3,49,3,9,0,2015,6,6
2015/6/7,50,62,40,41,11,12,8,25.9,603.6,45,3,28,0,2015,6,7
2015/6/8,48,87,39,41,11,8,7,21.9,605.8,62,3,14,0,2015,6,8
2015/6/9,51,91,39,46,9,12,5,24.1,604.1,54,4,25,0,2015,6,9
2015/6/10,35,71,43,36,14,7,6,24.5,604.4,58,3,20,0,2015,6,10
2015/6/11,39,102,46,32,16,11,7,19,608.4,85,0,8,0,2015,6,11
2015/6/12,33,104,24,31,7,10,5,19.3,605.8,92,0,12,6,2015,6,12
2015/6/13,26,51,27,36,8,9,6,22.8,604.8,61,3,28,0,2015,6,13
2015/6/14,31,54,28,30,8,8,6,23.6,604.9,58,3,29,0,2015,6,14
2015/6/15,39,61,34,23,6,6,5,22.7,605.2,65,3,28,0.2,2015,6,15
2015/6/16,35,51,29,24,6,8,6,22.6,604.5,65,3,30,0,2015,6,16
2015/6/17,36,52,37,31,8,6,7,23.1,603.9,63,2,30,0,2015,6,17
2015/6/18,41,66,30,34,11,4,7,23.5,604.7,67,4,17,0.5,2015,6,18
2015/6/19,41,64,25,33,6,3,7,19.9,605.8,91,1,11,3,2015,6,19
2015/6/20,50,61,38,35,10,6,9,25.1,604.3,55,3,30,0,2015,6,20
2015/6/21,51,80,37,34,10,3,8,21.1,604.8,88,0,6,0.4,2015,6,21
2015/6/22,41,91,37,46,7,4,8,22.7,602.7,76,3,20,0,2015,6,22
2015/6/23,28,75,44,36,9,5,7,25.5,602,65,2,22,0,2015,6,23
2015/6/24,27,85,42,34,9,5,6,24.4,602.3,70,1,21,0,2015,6,24
2015/6/25,29,88,22,23,8,3,6,21.8,602.7,78,2,14,4,2015,6,25
2015/6/26,30,53,26,25,6,6,7,22.8,602.7,68,3,30,0,2015,6,26
2015/6/27,34,52,25,26,5,4,5,23.7,605.3,62,4,30,0,2015,6,27
2015/6/28,46,46,29,27,5,5,6,24.5,605.7,56,3,30,0,2015,6,28
2015/6/29,48,51,31,30,5,6,6,24.7,604.5,57,5,30,0,2015,6,29
2015/6/30,41,57,37,28,8,11,8,24.6,604.6,57,4,26,0,2015,6,30
2015/7/1,31,66,38,38,8,10,8,22.1,604.5,79,1,16,0,2015,7,1
2015/7/2,41,61,39,36,9,9,7,23.4,602.6,74,1,15,0.1,2015,7,2
2015/7/3,81,67,24,27,10,5,7,19.9,603.4,96,0,11,14,2015,7,3
2015/7/4,96,61,19,33,8,4,6,18.4,605.3,82,4,10,0,2015,7,4
2015/7/5,116,42,40,61,12,8,7,16.6,607,91,0,16,0,2015,7,5
2015/7/6,83,76,54,80,15,10,8,20.8,605.5,68,1,16,0,2015,7,6
2015/7/7,95,135,61,89,18,8,8,22.2,605.4,51,2,14,0,2015,7,7
2015/7/8,127,130,62,67,12,8,7,23.1,605.2,55,3,11,0,2015,7,8
2015/7/9,119,148,51,71,12,6,7,19.9,607,71,6,6,0,2015,7,9
2015/7/10,104,111,70,104,19,9,9,20.7,606.6,61,1,11,0,2015,7,10
2015/7/11,68,145,82,91,22,8,10,23.8,605.2,50,2,9,0,2015,7,11
2015/7/12,45,150,66,78,11,6,8,24.8,604,56,1,9,0,2015,7,12
2015/7/13,85,144,54,53,9,7,8,25.8,603.9,50,2,6,0,2015,7,13
2015/7/14,55,110,34,42,11,7,9,25.1,602.7,67,1,11,0,2015,7,14
2015/7/15,55,65,43,64,16,12,7,16.1,605.5,91,0,4.1,6,2015,7,15
2015/7/16,53,77,46,47,19,8,7,21.7,604.6,60,2,13,0,2015,7,16
2015/7/17,62,95,51,38,22,5,8,17.9,606.4,60,1,17,0,2015,7,17
2015/7/18,66,131,51,38,16,10,8,17.2,606.1,88,0,3.4,0.6,2015,7,18
2015/7/19,39,126,60,52,21,12,9,18.2,606.5,80,2,7,0,2015,7,19
2015/7/20,49,128,63,42,18,7,8,20.3,606.4,83,1,4.1,0,2015,7,20
2015/7/21,44,134,26,23,8,7,5,20.5,606.1,89,2,6,0,2015,7,21
2015/7/22,68,64,32,42,13,7,5,22.9,604.9,68,2,30,0,2015,7,22
2015/7/23,107,65,41,42,17,8,6,20.2,606.8,81,1,12,0,2015,7,23
2015/7/24,80,94,45,53,19,9,6,17.1,607.9,91,1,7,0.8,2015,7,24
2015/7/25,47,97,76,84,26,11,9,19.1,606.1,69,2,14,0,2015,7,25
2015/7/26,34,148,80,60,26,11,8,19.3,606.1,79,1,13,0,2015,7,26
2015/7/27,40,135,37,37,17,7,6,19,606.7,71,2,11,0,2015,7,27
2015/7/28,36,106,35,33,14,7,6,18.8,606.7,83,1,8,0.4,2015,7,28
2015/7/29,29,78,34,33,9,9,4,19.7,606.1,80,3,16,0,2015,7,29
2015/7/30,27,74,41,39,12,8,5,19.5,606.5,87,0,18,0.3,2015,7,30
2015/7/31,29,86,26,29,10,4,3,20.2,606.1,84,2,6,2,2015,7,31
2015/8/1,31,55,26,24,8,6,3,18.1,607.6,94,1,14,4,2015,8,1
2015/8/2,29,55,27,25,9,5,3,19.7,607.4,73,5,28,0,2015,8,2
2015/8/3,37,56,29,23,10,5,7,20.5,606.1,72,1,29,0,2015,8,3
2015/8/4,32,65,26,21,11,5,9,19.6,605.6,85,1,25,0.2,2015,8,4
2015/8/5,36,65,39,34,12,7,8,19,605.5,91,1,11,0.6,2015,8,5
2015/8/6,36,83,31,25,11,7,8,20.7,606.6,77,2,19,0.1,2015,8,6
2015/8/7,57,66,35,23,14,5,8,20.5,607,86,1,19,0,2015,8,7
2015/8/8,60,76,38,26,13,6,9,19.7,606.7,91,1,10,0,2015,8,8
2015/8/9,48,87,49,36,17,5,10,17.1,607.2,96,0,11,9,2015,8,9
2015/8/10,48,120,56,34,15,8,10,19.9,608.1,84,2,4.8,0,2015,8,10
2015/8/11,53,124,35,31,11,11,7,21.1,606.8,84,2,10,0,2015,8,11
2015/8/12,45,72,40,34,14,8,10,19.9,607.1,85,2,17,4,2015,8,12
2015/8/13,40,88,51,45,15,9,10,21,606.1,85,0,19,0,2015,8,13
2015/8/14,34,106,29,32,10,8,10,22.4,605.3,78,1,21,0,2015,8,14
2015/8/15,36,75,32,28,9,8,9,21.7,605.8,81,2,20,3,2015,8,15
2015/8/16,37,66,30,15,9,7,9,22.4,605.5,76,3,25,0,2015,8,16
2015/8/17,65,61,31,17,8,8,7,21.7,605.5,77,3,28,0,2015,8,17
2015/8/18,79,65,25,39,15,7,6,21.4,605.9,78,1,13,0,2015,8,18
2015/8/19,106,60,34,50,16,8,6,16.2,609.6,91,1,18,10,2015,8,19
2015/8/20,66,67,54,81,18,14,6,19.9,608.8,69,1,15,0,2015,8,20
2015/8/21,50,85,63,87,23,11,6,22.3,607.1,65,2,15,0,2015,8,21
2015/8/22,32,111,65,51,21,11,7,21.5,606,78,0,10,0,2015,8,22
2015/8/23,35,143,41,25,17,6,8,21,606.1,82,0,12,0,2015,8,23
2015/8/24,42,109,29,21,13,6,7,19.4,605.5,91,0,14,2,2015,8,24
2015/8/25,36,78,28,28,16,5,7,17.4,606.8,96,0,6,21,2015,8,25
2015/8/26,41,68,35,22,12,5,8,19.3,607.3,80,2,20,0,2015,8,26
2015/8/27,59,75,29,31,13,7,8,20.3,606.2,92,0,9,0.1,2015,8,27
2015/8/28,63,65,30,38,12,6,6,18.8,606.8,79,2,12,0.1,2015,8,28
2015/8/29,50,64,44,50,17,15,7,16.2,607.9,89,3,12,0.1,2015,8,29
2015/8/30,62,96,60,42,25,10,8,19.7,607.3,76,1,8,0,2015,8,30
2015/8/31,59,151,46,41,24,7,7,17.8,607.6,91,1,3.7,0.7,2015,8,31
2015/9/1,53,120,55,44,23,6,7,16.5,607.9,91,2,4.3,1,2015,9,1
2015/9/2,36,138,55,45,16,7,6,19.2,608,87,0,6,0,2015,9,2
2015/9/3,39,124,42,28,12,8,8,20.3,607.8,84,1,6,0,2015,9,3
2015/9/4,45,96,36,27,10,5,6,20.3,607.9,86,1,15,0,2015,9,4
2015/9/5,37,67,29,17,14,8,7,21.1,607.3,86,2,28,0.3,2015,9,5
2015/9/6,33,59,31,24,19,6,7,16.8,607.9,97,0,18,6,2015,9,6
2015/9/7,39,90,35,22,14,6,7,19.5,606.7,96,1,3.7,0.8,2015,9,7
2015/9/8,56,78,37,21,12,5,5,19.6,607.2,88,1,16,0.2,2015,9,8
2015/9/9,37,69,35,30,10,5,6,21.1,609.7,77,1,25,0,2015,9,9
2015/9/10,48,85,46,33,13,13,9,19.3,609.7,86,0,9,0,2015,9,10
2015/9/11,58,93,37,32,12,7,6,20,608.5,85,1,10,0,2015,9,11
2015/9/12,58,66,36,41,13,8,5,15.4,612.4,67,3,30,0,2015,9,12
2015/9/13,51,85,57,31,15,7,8,17.9,609.8,82,1,9,0,2015,9,13
2015/9/14,45,128,55,26,17,7,7,17.4,608.7,91,0,4.7,0.1,2015,9,14
2015/9/15,36,127,43,29,14,6,6,18.7,609,82,1,11,0,2015,9,15
2015/9/16,32,85,44,28,15,6,7,17.9,608.6,89,0,11,0,2015,9,16
2015/9/17,36,86,37,21,14,6,7,19.7,610.6,78,1,21,0,2015,9,17
2015/9/18,35,71,31,8,12,7,8,17.5,610.6,97,0,9,2,2015,9,18
2015/9/22,37,71,49,18,15,7,6,20.7,606.9,84,1,14,0,2015,9,22
2015/9/23,36,87,33,29,10,7,6,19.9,606.2,89,1,8,0.5,2015,9,23
2015/9/24,54,62,38,31,11,12,7,22,605.2,67,3,30,0,2015,9,24
2015/9/25,50,79,39,27,12,9,8,21.2,605.7,77,0,30,0,2015,9,25
2015/9/26,35,77,34,28,8,6,5,20,606.9,85,2,21,0,2015,9,26
2015/9/27,39,76,31,31,8,10,6,21.4,607.3,74,3,30,0,2015,9,27
2015/9/28,60,68,54,40,13,10,7,21.1,607.6,74,2,30,0,2015,9,28
2015/9/29,57,96,61,36,15,7,6,20.4,608.5,84,1,17,0,2015,9,29
2015/9/30,44,115,48,37,14,8,7,21,609.5,82,1,14,0,2015,9,30
2015/10/1,47,81,41,44,13,10,6,18.1,612.3,73,4,29,0,2015,10,1
2015/10/2,49,72,37,43,10,7,7,19.9,608.8,72,2,30,0,2015,10,2
2015/10/3,40,74,41,32,11,7,6,19.7,610,81,2,16,0,2015,10,3
2015/10/4,42,84,40,35,10,7,6,17.3,611.4,83,3,19,0,2015,10,4
2015/10/5,50,81,46,39,12,12,8,18.9,609.4,73,2,12,0,2015,10,5
2015/10/6,46,84,41,32,12,12,8,20.3,608.4,73,2,20,0,2015,10,6
2015/10/7,29,87,37,24,14,10,7,15.9,611.2,92,4,10,27,2015,10,7
2015/10/8,38,71,20,37,14,4,5,13.1,610.7,91,3,14,2,2015,10,8
2015/10/9,44,49,21,39,12,4,5,10.7,609.8,96,2,7,10,2015,10,9
2015/10/10,52,41,39,44,15,9,4,11,613.3,73,3,30,0.1,2015,10,10
2015/10/11,43,73,36,37,20,9,4,13.9,613.5,57,2,18,0,2015,10,11
2015/10/12,52,90,47,29,21,6,5,11.4,613.3,86,0,12,0,2015,10,12
2015/10/13,72,115,66,17,28,12,10,12.5,612.8,92,2,3.8,0.6,2015,10,13
2015/10/14,82,157,86,42,22,9,13,15.3,612.8,84,2,4.5,0,2015,10,14
2015/10/15,70,153,70,35,19,9,9,14.7,611.7,91,1,4.8,0,2015,10,15
2015/10/16,64,129,62,30,17,10,10,17.1,610.7,77,2,13,0,2015,10,16
2015/10/17,62,111,66,37,18,8,9,15.3,610.3,81,1,15,0,2015,10,17
2015/10/18,60,115,49,39,21,9,8,14.3,611.2,92,2,17,10,2015,10,18
2015/10/19,65,105,63,40,21,10,10,14.9,609.5,89,1,11,0,2015,10,19
2015/10/20,70,125,67,40,19,9,10,14.7,608,91,0,13,0,2015,10,20
2015/10/21,62,126,56,39,17,8,10,17.4,608.6,70,3,19,0,2015,10,21
2015/10/22,59,113,51,37,16,9,9,17.7,609.4,68,3,19,0,2015,10,22
2015/10/23,56,100,42,40,14,11,8,16.6,609.7,63,2,30,0,2015,10,23
2015/10/24,56,90,49,39,16,11,8,17,610.1,57,3,27,0,2015,10,24
2015/10/25,64,96,63,40,18,9,8,16.4,610.5,60,2,22,0,2015,10,25
2015/10/26,64,103,59,36,16,9,7,16.8,610.5,62,3,20,0,2015,10,26
2015/10/27,55,103,44,39,14,12,6,16.5,610.3,54,2,30,0,2015,10,27
2015/10/28,56,72,47,39,17,11,7,16.3,610,41,3,30,0,2015,10,28
2015/10/29,62,82,56,36,20,10,8,16.6,610.9,48,2,30,0,2015,10,29
2015/10/30,52,107,43,31,16,9,7,16.6,611.5,62,3,20,0,2015,10,30
2015/10/31,38,85,22,26,17,4,7,13.2,614,91,1,7,2,2015,10,31
2015/11/1,37,66,22,17,15,8,9,10.4,614.7,94,1,8,4,2015,11,1
2015/11/2,32,72,23,26,10,8,7,13.6,611.5,84,2,30,0,2015,11,2
2015/11/3,38,54,28,29,11,8,5,14.4,610,73,3,30,0,2015,11,3
2015/11/4,39,59,33,29,12,8,6,15.5,610,64,2,30,0,2015,11,4
2015/11/5,44,61,29,29,10,8,5,12.7,609,81,0,30,0,2015,11,5
2015/11/6,53,54,37,32,15,10,6,12.6,609.1,80,0,30,0,2015,11,6
2015/11/7,64,72,55,35,18,12,10,14.7,610.6,69,1,24,0,2015,11,7
2015/11/8,75,99,76,37,18,10,9,14.7,611.6,68,2,13,0,2015,11,8
2015/11/9,57,116,50,32,15,10,8,13.4,610.8,68,1,25,0,2015,11,9
2015/11/10,47,93,32,19,17,8,9,13.2,609.2,80,0,25,0,2015,11,10
2015/11/11,39,81,28,31,14,9,7,12.8,609.6,95,1,12,3,2015,11,11
2015/11/12,59,64,53,31,18,12,10,13.3,609.2,67,3,16,0,2015,11,12
2015/11/13,53,107,37,34,13,12,11,14,609.1,60,2,28,0,2015,11,13
2015/11/14,35,86,25,28,9,7,5,14.7,606.9,56,3,30,0,2015,11,14
2015/11/15,49,56,39,27,16,9,7,14.3,607.6,63,1,30,0,2015,11,15
2015/11/16,46,71,34,32,12,11,7,14.2,606.9,62,3,30,0,2015,11,16
2015/11/17,59,67,53,34,21,14,10,16,608.8,55,6,27,0,2015,11,17
2015/11/18,64,91,49,26,20,12,9,13.9,610.8,59,2,18,0,2015,11,18
2015/11/19,87,100,88,35,26,14,16,11.6,611.2,82,2,13,0,2015,11,19
2015/11/20,84,144,81,35,19,10,13,13.7,610.4,64,0,16,0,2015,11,20
2015/11/21,59,124,47,35,16,10,7,14.7,609.9,61,2,27,0,2015,11,21
2015/11/22,56,81,47,36,17,12,10,13.9,610.6,69,3,14,0,2015,11,22
2015/11/23,54,78,40,35,15,8,8,14.6,609.8,55,3,30,0,2015,11,23
2015/11/24,68,77,58,37,19,10,9,13.5,609.8,67,2,12,0,2015,11,24
2015/11/25,57,114,53,15,19,6,12,13.7,610.9,74,2,13,0,2015,11,25
2015/11/26,47,129,41,25,13,7,11,11.6,609.6,91,2,4.8,0,2015,11,26
2015/11/27,41,95,32,31,12,7,7,14.3,608.7,75,3,30,0,2015,11,27
2015/11/28,54,59,45,33,17,10,11,14.2,611,64,3,30,0,2015,11,28
2015/11/29,46,83,34,29,14,9,8,13.7,611.5,63,2,27,0,2015,11,29
2015/11/30,39,66,32,31,10,6,12,14.1,608.8,70,3,29,0,2015,11,30
2015/12/1,57,58,54,28,20,7,19,15.8,608.1,57,4,30,0,2015,12,1
2015/12/2,43,88,35,29,17,8,19,14.1,610.9,74,2,15,0,2015,12,2
2015/12/3,43,73,20,21,17,7,18,10.8,610.9,81,1,30,0.4,2015,12,3
2015/12/4,49,62,36,33,17,9,17,9.4,609.3,93,2,10,4,2015,12,4
2015/12/5,64,85,67,29,22,10,20,8.1,610.9,88,0,13,0,2015,12,5
2015/12/6,70,134,69,31,23,13,20,9,611.8,81,1,14,0,2015,12,6
2015/12/7,59,131,52,26,22,11,19,8.3,611.1,75,2,17,0,2015,12,7
2015/12/8,53,105,40,39,16,9,18,10.7,609.5,80,0,13,1,2015,12,8
2015/12/9,71,90,70,34,20,10,19,10.1,608.5,72,2,15,0,2015,12,9
2015/12/10,53,130,40,34,13,6,17,10.6,607,70,3,15,0,2015,12,10
2015/12/11,52,89,42,37,15,9,17,11.6,605.5,63,3,19,0,2015,12,11
2015/12/12,54,83,49,49,15,12,17,12.4,606.5,54,3,27,0,2015,12,12
2015/12/13,67,99,66,42,23,10,21,11.1,608.8,63,0,11,0,2015,12,13
2015/12/14,70,126,69,36,24,12,18.33333333,11.9,608.2,54,4,18,0,2015,12,14
2015/12/15,40,144,41,31,8,7,17,7.3,610.2,72,4,8,0,2015,12,15
2015/12/16,54,78,44,29,11,7,19,-0.4,613.3,85,3,12,2,2015,12,16
2015/12/17,56,119,53,20,17,9,18,2.9,610.9,90,0,12,0,2015,12,17
2015/12/18,34,127,30,35,12,8,21,7.6,609.8,82,1,10,0,2015,12,18
2015/12/19,38,76,28,35,14,7,18,10.2,609.8,68,3,26,0.1,2015,12,19
2015/12/20,50,71,35,31,13,9,18,9.5,609.5,66,2,27,0,2015,12,20
2015/12/21,53,81,43,30,15,9,21,10,610.1,60,2,30,0,2015,12,21
2015/12/22,54,89,41,37,15,10,21,12.3,610.2,58,2,30,0,2015,12,22
2015/12/23,57,85,52,40,20,12,21,12.5,607.9,47,4,30,0,2015,12,23
2015/12/24,90,103,77,14,23,9,21,11.8,610.2,52,3,12,0,2015,12,24
2015/12/25,67,161,64,38,19,8,21,5.4,610,94,0,2.1,0,2015,12,25
2015/12/26,75,130,80,31,23,10,21,8.9,610,71,1,19,0,2015,12,26
2015/12/27,75,137,69,27,25,10,6.267725599,12.6,611.4,60,3,26,0,2015,12,27
2015/12/28,52,132,40,17,18,7,19,13.9,611,68,2,30,0.1,2015,12,28
2015/12/29,32,115,29,9,13,6,7,8.6,612,90,2,7,4,2015,12,29
2015/12/30,46,88,41,18,16,7,9,6.5,613.2,93,3,4.2,0.3,2015,12,30
2016/1/3,38,88,51,37,15,9,7,10.7,609.5,51,2,30,0,2016,1,3
2016/1/4,49,92,59,54,27,11,7,10.8,609.1,61,2,30,0,2016,1,4
2016/1/5,52,109,59,40,29,10,7,11,608.7,46,2,28,0,2016,1,5
2016/1/6,58,115,40,37,20,9,5,12.1,609.4,48,2,30,0,2016,1,6
2016/1/7,56,79,38,38,21,7,5,10.5,609.5,58,1,30,0,2016,1,7
2016/1/8,52,78,37,37,19,7,5,11.3,607.7,55,2,30,0,2016,1,8
2016/1/9,51,71,41,42,20,8,7,11,607.6,52,3,30,0,2016,1,9
2016/1/10,43,78,64,47,27,10,11,10.2,607.4,54,3,30,0,2016,1,10
2016/1/11,49,119,55,41,23,13,11,10.6,608.2,49,2,28,0,2016,1,11
2016/1/12,62,97,46,37,14,8,9,11.4,607.3,40,3,30,0,2016,1,12
2016/1/13,58,89,55,32,12,8,11,10.9,607.3,47,3,30,0,2016,1,13
2016/1/14,51,99,47,37,10,10,10,11.6,606.8,46,3,30,0,2016,1,14
2016/1/15,58,95,38,40,8,9,7,12.6,604.8,29,5,30,0,2016,1,15
2016/1/16,53,68,67,45,20,10,11,11.6,604.2,37,4,30,0,2016,1,16
2016/1/17,48,130,91,43,21,10,15,6.5,606.9,80,1,9,0,2016,1,17
2016/1/18,68,148,59,42,11,8,11,11.7,606.2,46,4,24,0,2016,1,18
2016/1/19,86,116,58,44,10,8,9,12.9,606.7,42,5,28,0,2016,1,19
2016/1/20,63,115,50,39,9,6,8,13.9,607.5,42,2,28,0,2016,1,20
2016/1/21,56,96,31,39,10,9,7,11.4,607.4,66,5,27,0,2016,1,21
2016/1/22,57,63,46,14,24,6,12,11.8,609,58,5,30,0,2016,1,22
2016/1/23,42,113,52,32,14.33333333,7,10,-0.6,612.1,88,4,10,7,2016,1,23
2016/1/24,48,121,57,31,24,6,11,7.533333333,615.5,76,3,7,0,2016,1,24
2016/1/25,52,155,56,30,13,11,12,0,611.8,81,2,4.4,0,2016,1,25
2016/1/26,75,134,28,33,9,6,6,5.9,609,74,4,24,0,2016,1,26
2016/1/27,60,69,31,33,14,8,7,8.7,607.5,61,4,30,0,2016,1,27
2016/1/28,36,74,48,37,15,9,8,7.8,606.8,59,1,30,0,2016,1,28
2016/1/29,40,99,64,39,17,9,9,10,607.8,51,2,30,0,2016,1,29
2016/1/30,54,130,53,30,16,9,8,10,606.4,80,3,9,0.1,2016,1,30
2016/1/31,63,124,41,15,14,6,9,11.3,608.4,51,3,22,0,2016,1,31
2016/2/1,57,105,49,15,14,6,11,2.5,610.9,87,3,22,0,2016,2,1
2016/2/2,43,114,50,38,11,6,8,4.5,608.6,93,1,3.5,0,2016,2,2
2016/2/3,57,109,55,25,12,7,8,12.9,606.3,46,3,26,0,2016,2,3
2016/2/4,59,131,50,20,11,7,9,5,609.4,81,2,6,0,2016,2,4
2016/2/5,60,136,51,33,10,7,8,5.7,611.5,73,3,7,0,2016,2,5
2016/2/6,59,132,53,45,8,12,6,4.9,614.1,62,4,6,0,2016,2,6
2016/2/7,60,125,51,38,4,13,6,8.8,612.8,61,0,11,0,2016,2,7
2016/2/8,63,129,36,36,4,8,7,11.5,608.7,55,3,23,0,2016,2,8
2016/2/9,68,93,36,50,6,5,5,12.1,607.3,62,3,23,0,2016,2,9
2016/2/10,43,84,33,44,4,7,4,12.9,605.1,48,4,20,0,2016,2,10
2016/2/11,69,74,38,44,4,6,4,14.7,604.7,39,3,30,0,2016,2,11
2016/2/12,56,74,36,43,4,5,4,14.5,605.1,40,4,23,0,2016,2,12
2016/2/13,59,85,36,41,9,8,5,16.2,606.4,30,4,30,0,2016,2,13
2016/2/14,58,80,58,29,12,8,7,16.3,607.9,28,3,30,0,2016,2,14
2016/2/15,49,131,64,49,12,7,7,14.9,608.2,35,3,26,0,2016,2,15
2016/2/16,63,137,68,49,12,7,8,15.3,608.1,34,2,26,0,2016,2,16
2016/2/17,72,144,64,48,11,7,8,16.7,607,38,1,23,0,2016,2,17
2016/2/18,80,142,68,29,15,8,9,15.9,605.8,44,3,16,0,2016,2,18
2016/2/19,69,154,37,29,12,5,8,8.4,609.9,77,2,6,0,2016,2,19
2016/2/20,77,103,43,42,7,6,10,4.8,610.2,91,2,8,0,2016,2,20
2016/2/21,43,105,66,51,13,11,13,16.8,605.4,55,7,17,0,2016,2,21
2016/2/22,52,147,70,38,13,10,12,17.4,608.5,47,4,14,0,2016,2,22
2016/2/23,74,138,39,29,12,7,9,5.9,612.2,81,4,16,0,2016,2,23
2016/2/24,89,103,37,22,15,5,10,5.5,613.9,77,2,6,0,2016,2,24
2016/2/25,45,108,36,37,14,8,9,5,614,94,1,6,2,2016,2,25
2016/2/26,42,93,74,27,24,13,16,6.7,613.6,82,1,8,0,2016,2,26
2016/2/27,44,159,83,45,20,9,15,9.9,612.7,77,1,11,0,2016,2,27
2016/2/28,80,144,55,45,17,9,8,13.5,613.3,50,1,14,0,2016,2,28
2016/2/29,71,112,42,40,10,11,7,12.1,613.2,54,0,21,0,2016,2,29
2016/3/1,56,85,41,42,10,8,7,13.9,610,50,5,30,0,2016,3,1
2016/3/2,50,87,44,49,8,7,8,14.7,609.6,47,3,30,0.2,2016,3,2
2016/3/3,50,91,49,50,8,7,8,17.6,608.2,38,3,27,0,2016,3,3
2016/3/4,54,96,73,59,17,8,10,16.9,607,38,2,21,0,2016,3,4
2016/3/5,61,134,79,51,16,9,11,16.2,608.5,45,3,21,0,2016,3,5
2016/3/6,68,138,55,50,8,8,8,17.8,607,41,4,22,0,2016,3,6
2016/3/7,69,114,54,67,8,9,7,18.7,605.5,37,5,20,0,2016,3,7
2016/3/8,64,94,55,47,12,10,9,19.2,605.2,31,5,24,0,2016,3,8
2016/3/9,59,102,69,36,15,11,11,19.3,606,32,3,24,0,2016,3,9
2016/3/10,58,138,72,43,15,8,11,11,609.1,69,2,7,0,2016,3,10
2016/3/11,65,135,57,49,9,8,8,17.8,606.5,43,3,22,0,2016,3,11
2016/3/12,69,102,58,53,10,8,8,19.2,604.5,34,3,25,0,2016,3,12
2016/3/13,66,107,65,50,10,7,10,20.9,607.3,40,5,19,0,2016,3,13
2016/3/14,67,128,58,48,8,10,8,21.2,606.3,33,8,21,0,2016,3,14
2016/3/15,64,101,60,53,8,7,9,20.5,605.8,31,5,24,0,2016,3,15
2016/3/16,66,122,62,49,8,8,9,19.3,606,36,2,16,0,2016,3,16
2016/3/17,75,119,52,52,10,8,8,18.7,606,32,5,23,0,2016,3,17
2016/3/18,69,85,61,54,12,7,10,20.2,605.6,14,3,30,0,2016,3,18
2016/3/19,71,119,66,50,10,9,10,18.3,606,33,2,18,0,2016,3,19
2016/3/20,75,132,65,46,13,8,10,19,606,39,4,14,0,2016,3,20
2016/3/21,72,127,69,49,13,12,13,17.6,605.8,46,2,15,0,2016,3,21
2016/3/22,64,128,69,49,13,9,10,18.3,605.4,41,2,24,0,2016,3,22
2016/3/23,65,109,33,28,9,8,12,17.3,608.2,33,2,30,0,2016,3,23
2016/3/24,67,80,56,45,11,6,14,6.9,613.1,84,3,8,1,2016,3,24
2016/3/25,42,105,64,46,14,8,17,11.3,610.9,74,0,7,0,2016,3,25
2016/3/26,63,132,42,28,11,5,13,12.1,611.5,66,5,10,0,2016,3,26
2016/3/27,65,103,65,54,12,6,15,9.3,610.3,90,4,6,0,2016,3,27
2016/3/28,45,135,75,53,10,6,18,18.1,607.9,58,3,8,0,2016,3,28
2016/3/29,71,158,50,58,10,7,11,16.9,608.2,46,3,13,0,2016,3,29
2016/3/30,92,100,58,46,12,9,12,20.3,608.8,38,4,27,0,2016,3,30
2016/3/31,73,104,56,45,10,11,11,21.4,606.8,37,5,22,0,2016,3,31
2016/4/1,60,109,53,44,12,13,11,20.2,606.6,35,4,30,0,2016,4,1
2016/4/2,58,103,36,45,8,9,11,14.2,607.5,73,3,22,0.6,2016,4,2
2016/4/3,57,82,51,43,11,9,14,19.6,607.3,47,4,30,0,2016,4,3
